"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","fe80::213:13:13:13","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"2","0.153000","fe80::20b:b:b:b","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"3","0.190000","fe80::20c:c:c:c","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"4","0.242000","fe80::211:11:11:11","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"5","0.428000","fe80::205:5:5:5","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"6","0.445000","fe80::202:2:2:2","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"7","0.526000","fe80::201:1:1:1","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"8","0.673000","fe80::209:9:9:9","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"9","0.857000","fe80::206:6:6:6","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"10","1.039000","fe80::20d:d:d:d","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"11","1.140000","fe80::214:14:14:14","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"12","2.144000","fe80::209:9:9:9","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"13","2.182000","fe80::209:9:9:9","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"14","3.292000","fe80::215:15:15:15","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"15","3.744000","fe80::209:9:9:9","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"16","3.782000","fe80::209:9:9:9","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"17","4.296000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"18","4.298856","","","IEEE 802.15.4","5","Ack"
"19","4.723000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"20","4.725856","","","IEEE 802.15.4","5","Ack"
"21","4.795000","fe80::218:18:18:18","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"22","4.801040","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"23","4.803896","","","IEEE 802.15.4","5","Ack"
"24","4.835000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25","4.837856","","","IEEE 802.15.4","5","Ack"
"26","4.993000","fe80::20d:d:d:d","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"27","5.016000","fe80::213:13:13:13","fe80::218:18:18:18","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"28","5.018856","","","IEEE 802.15.4","5","Ack"
"29","5.107000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","102","RPL Control (DODAG Information Object)"
"30","5.111200","","","IEEE 802.15.4","5","Ack"
"31","5.311000","fe80::213:13:13:13","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"32","5.327000","fe80::218:18:18:18","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33","5.329856","","","IEEE 802.15.4","5","Ack"
"34","5.383000","fe80::213:13:13:13","fe80::20d:d:d:d","ICMPv6","102","RPL Control (DODAG Information Object)"
"35","5.387200","","","IEEE 802.15.4","5","Ack"
"36","5.694000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","102","RPL Control (DODAG Information Object)"
"37","5.698200","","","IEEE 802.15.4","5","Ack"
"38","5.760000","fe80::20b:b:b:b","fe80::20d:d:d:d","ICMPv6","102","RPL Control (DODAG Information Object)"
"39","5.764200","","","IEEE 802.15.4","5","Ack"
"40","5.779000","fe80::210:10:10:10","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"41","5.803000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"42","5.805856","","","IEEE 802.15.4","5","Ack"
"43","5.836000","fe80::202:2:2:2","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"44","5.856000","fe80::210:10:10:10","fe80::218:18:18:18","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"45","5.858856","","","IEEE 802.15.4","5","Ack"
"46","5.860000","fe80::214:14:14:14","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"47","5.862856","","","IEEE 802.15.4","5","Ack"
"48","5.872000","fe80::20c:c:c:c","fe80::218:18:18:18","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"49","5.874856","","","IEEE 802.15.4","5","Ack"
"50","5.880000","fe80::213:13:13:13","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"51","5.882856","","","IEEE 802.15.4","5","Ack"
"52","5.892000","fe80::218:18:18:18","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"53","5.894856","","","IEEE 802.15.4","5","Ack"
"54","5.959000","fe80::210:10:10:10","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"55","5.961856","","","IEEE 802.15.4","5","Ack"
"56","5.964000","fe80::20f:f:f:f","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"57","5.966856","","","IEEE 802.15.4","5","Ack"
"58","5.980000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"59","5.982856","","","IEEE 802.15.4","5","Ack"
"60","6.135000","fe80::210:10:10:10","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"61","6.224000","fe80::218:18:18:18","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"62","6.226856","","","IEEE 802.15.4","5","Ack"
"63","6.239000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"64","6.241856","","","IEEE 802.15.4","5","Ack"
"65","6.388000","fe80::202:2:2:2","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"66","6.423000","fe80::214:14:14:14","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"67","6.425856","","","IEEE 802.15.4","5","Ack"
"68","6.450000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"69","6.452856","","","IEEE 802.15.4","5","Ack"
"70","6.739000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"71","6.741856","","","IEEE 802.15.4","5","Ack"
"72","6.794000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"73","6.796856","","","IEEE 802.15.4","5","Ack"
"74","6.869000","fe80::20d:d:d:d","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"75","6.891000","fe80::218:18:18:18","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"76","6.893856","","","IEEE 802.15.4","5","Ack"
"77","6.978000","fe80::218:18:18:18","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"78","7.095000","fe80::213:13:13:13","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"79","7.244000","fe80::203:3:3:3","fe80::210:10:10:10","ICMPv6","102","RPL Control (DODAG Information Object)"
"80","7.248200","","","IEEE 802.15.4","5","Ack"
"81","7.407000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","102","RPL Control (DODAG Information Object)"
"82","7.411200","","","IEEE 802.15.4","5","Ack"
"83","7.419000","fe80::210:10:10:10","fe80::218:18:18:18","ICMPv6","102","RPL Control (DODAG Information Object)"
"84","7.423200","","","IEEE 802.15.4","5","Ack"
"85","7.456000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"86","7.458856","","","IEEE 802.15.4","5","Ack"
"87","7.488000","fe80::203:3:3:3","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"88","7.851000","fe80::211:11:11:11","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"89","7.865000","fe80::20f:f:f:f","fe80::202:2:2:2","ICMPv6","102","RPL Control (DODAG Information Object)"
"90","7.869200","","","IEEE 802.15.4","5","Ack"
"91","7.906000","fe80::20b:b:b:b","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"92","7.926000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"93","7.928856","","","IEEE 802.15.4","5","Ack"
"94","8.159000","fe80::211:11:11:11","fe80::210:10:10:10","ICMPv6","102","RPL Control (DODAG Information Object)"
"95","8.163200","","","IEEE 802.15.4","5","Ack"
"96","8.274000","fe80::213:13:13:13","fe80::202:2:2:2","ICMPv6","102","RPL Control (DODAG Information Object)"
"97","8.278200","","","IEEE 802.15.4","5","Ack"
"98","8.308000","fe80::214:14:14:14","fe80::202:2:2:2","ICMPv6","102","RPL Control (DODAG Information Object)"
"99","8.312200","","","IEEE 802.15.4","5","Ack"
"100","8.321000","fe80::209:9:9:9","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"101","8.353000","fe80::209:9:9:9","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"102","8.374000","fe80::20c:c:c:c","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"103","8.403000","fe80::211:11:11:11","fe80::210:10:10:10","ICMPv6","102","RPL Control (DODAG Information Object)"
"104","8.407200","","","IEEE 802.15.4","5","Ack"
"105","8.467000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","102","RPL Control (DODAG Information Object)"
"106","8.471200","","","IEEE 802.15.4","5","Ack"
"107","8.477000","fe80::214:14:14:14","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"108","8.680000","fe80::218:18:18:18","fe80::209:9:9:9","ICMPv6","102","RPL Control (DODAG Information Object)"
"109","8.684200","","","IEEE 802.15.4","5","Ack"
"110","8.722000","fe80::204:4:4:4","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"111","8.746000","fe80::218:18:18:18","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"112","8.764000","fe80::20c:c:c:c","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"113","8.766856","","","IEEE 802.15.4","5","Ack"
"114","8.766952","fe80::218:18:18:18","fe80::209:9:9:9","ICMPv6","102","RPL Control (DODAG Information Object)"
"115","8.771152","","","IEEE 802.15.4","5","Ack"
"116","8.777000","fe80::218:18:18:18","fe80::209:9:9:9","ICMPv6","102","RPL Control (DODAG Information Object)"
"117","8.781200","","","IEEE 802.15.4","5","Ack"
"118","8.796000","fe80::20a:a:a:a","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"119","8.819000","fe80::210:10:10:10","fe80::202:2:2:2","ICMPv6","102","RPL Control (DODAG Information Object)"
"120","8.823200","","","IEEE 802.15.4","5","Ack"
"121","8.859000","fe80::214:14:14:14","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"122","8.861856","","","IEEE 802.15.4","5","Ack"
"123","8.899000","fe80::202:2:2:2","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"124","8.901856","","","IEEE 802.15.4","5","Ack"
"125","8.913000","fe80::20b:b:b:b","fe80::20d:d:d:d","ICMPv6","102","RPL Control (DODAG Information Object)"
"126","8.917200","","","IEEE 802.15.4","5","Ack"
"127","9.015000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","102","RPL Control (DODAG Information Object)"
"128","9.019200","","","IEEE 802.15.4","5","Ack"
"129","9.055000","fe80::214:14:14:14","fe80::202:2:2:2","ICMPv6","102","RPL Control (DODAG Information Object)"
"130","9.059200","","","IEEE 802.15.4","5","Ack"
"131","9.076000","fe80::20c:c:c:c","fe80::202:2:2:2","ICMPv6","102","RPL Control (DODAG Information Object)"
"132","9.080200","","","IEEE 802.15.4","5","Ack"
"133","9.105000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","102","RPL Control (DODAG Information Object)"
"134","9.109200","","","IEEE 802.15.4","5","Ack"
"135","9.133000","fe80::20b:b:b:b","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"136","9.135856","","","IEEE 802.15.4","5","Ack"
"137","9.296000","fe80::20b:b:b:b","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"138","9.302000","fe80::20c:c:c:c","fe80::218:18:18:18","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"139","9.304856","","","IEEE 802.15.4","5","Ack"
"140","9.316000","fe80::210:10:10:10","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"141","9.318856","","","IEEE 802.15.4","5","Ack"
"142","9.327000","fe80::218:18:18:18","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"143","9.329856","","","IEEE 802.15.4","5","Ack"
"144","9.467000","fe80::202:2:2:2","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"145","9.469856","","","IEEE 802.15.4","5","Ack"
"146","9.521000","fe80::203:3:3:3","fe80::213:13:13:13","ICMPv6","102","RPL Control (DODAG Information Object)"
"147","9.525200","","","IEEE 802.15.4","5","Ack"
"148","9.533000","fe80::20f:f:f:f","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"149","9.535856","","","IEEE 802.15.4","5","Ack"
"150","9.543000","fe80::213:13:13:13","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"151","9.545856","","","IEEE 802.15.4","5","Ack"
"152","9.570000","fe80::210:10:10:10","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"153","9.572856","","","IEEE 802.15.4","5","Ack"
"154","9.627000","fe80::20e:e:e:e","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"155","9.629856","","","IEEE 802.15.4","5","Ack"
"156","9.676000","fe80::20a:a:a:a","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"157","9.718000","fe80::203:3:3:3","fe80::210:10:10:10","ICMPv6","102","RPL Control (DODAG Information Object)"
"158","9.722200","","","IEEE 802.15.4","5","Ack"
"159","9.724296","fe80::203:3:3:3","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"160","9.750000","fe80::20f:f:f:f","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"161","9.779000","fe80::20f:f:f:f","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"162","9.793000","fe80::210:10:10:10","fe80::213:13:13:13","ICMPv6","102","RPL Control (DODAG Information Object)"
"163","9.797200","","","IEEE 802.15.4","5","Ack"
"164","9.818000","fe80::211:11:11:11","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"165","9.857000","fe80::204:4:4:4","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"166","9.859000","fe80::213:13:13:13","fe80::20d:d:d:d","ICMPv6","102","RPL Control (DODAG Information Object)"
"167","9.863200","","","IEEE 802.15.4","5","Ack"
"168","9.865000","fe80::20a:a:a:a","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"169","9.867856","","","IEEE 802.15.4","5","Ack"
"170","9.879000","fe80::215:15:15:15","fe80::20a:a:a:a","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"171","9.881856","","","IEEE 802.15.4","5","Ack"
"172","9.885000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"173","9.887856","","","IEEE 802.15.4","5","Ack"
"174","9.894000","fe80::217:17:17:17","fe80::20a:a:a:a","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"175","9.896856","","","IEEE 802.15.4","5","Ack"
"176","9.982000","fe80::20f:f:f:f","fe80::20c:c:c:c","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"177","9.984856","","","IEEE 802.15.4","5","Ack"
"178","9.991000","fe80::20c:c:c:c","fe80::218:18:18:18","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"179","9.993856","","","IEEE 802.15.4","5","Ack"
"180","9.996952","fe80::218:18:18:18","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"181","9.999808","","","IEEE 802.15.4","5","Ack"
"182","10.132000","fe80::214:14:14:14","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"183","10.142000","fe80::20c:c:c:c","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"184","10.156000","fe80::20e:e:e:e","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"185","10.158856","","","IEEE 802.15.4","5","Ack"
"186","10.169000","fe80::202:2:2:2","fe80::20c:c:c:c","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"187","10.171856","","","IEEE 802.15.4","5","Ack"
"188","10.172000","fe80::20a:a:a:a","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"189","10.174856","","","IEEE 802.15.4","5","Ack"
"190","10.204000","fe80::20c:c:c:c","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"191","10.206856","","","IEEE 802.15.4","5","Ack"
"192","10.209000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","102","RPL Control (DODAG Information Object)"
"193","10.213200","","","IEEE 802.15.4","5","Ack"
"194","10.266000","fe80::20b:b:b:b","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"195","10.268856","","","IEEE 802.15.4","5","Ack"
"196","10.390000","fe80::216:16:16:16","fe80::20b:b:b:b","ICMPv6","102","RPL Control (DODAG Information Object)"
"197","10.394200","","","IEEE 802.15.4","5","Ack"
"198","10.453000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","102","RPL Control (DODAG Information Object)"
"199","10.457200","","","IEEE 802.15.4","5","Ack"
"200","10.576000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"201","10.578856","","","IEEE 802.15.4","5","Ack"
"202","10.580952","fe80::210:10:10:10","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"203","10.612000","fe80::211:11:11:11","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"204","10.614856","","","IEEE 802.15.4","5","Ack"
"205","10.618000","fe80::202:2:2:2","fe80::214:14:14:14","ICMPv6","102","RPL Control (DODAG Information Object)"
"206","10.622200","","","IEEE 802.15.4","5","Ack"
"207","10.633000","fe80::214:14:14:14","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"208","10.633000","fe80::20c:c:c:c","fe80::218:18:18:18","ICMPv6","102","RPL Control (DODAG Information Object)"
"209","10.637200","","","IEEE 802.15.4","5","Ack"
"210","10.645000","fe80::218:18:18:18","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"211","10.647856","","","IEEE 802.15.4","5","Ack"
"212","10.666000","fe80::214:14:14:14","fe80::210:10:10:10","ICMPv6","102","RPL Control (DODAG Information Object)"
"213","10.670200","","","IEEE 802.15.4","5","Ack"
"214","10.676000","fe80::214:14:14:14","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"215","10.678856","","","IEEE 802.15.4","5","Ack"
"216","10.861000","fe80::203:3:3:3","fe80::210:10:10:10","ICMPv6","102","RPL Control (DODAG Information Object)"
"217","10.865200","","","IEEE 802.15.4","5","Ack"
"218","10.940000","fe80::209:9:9:9","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"219","10.946040","fe80::218:18:18:18","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"220","10.948896","","","IEEE 802.15.4","5","Ack"
"221","10.951000","fe80::202:2:2:2","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"222","10.953856","","","IEEE 802.15.4","5","Ack"
"223","10.965000","fe80::20d:d:d:d","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"224","10.966000","fe80::210:10:10:10","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"225","10.968856","fe80::209:9:9:9","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"226","10.983000","fe80::20d:d:d:d","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"227","10.985856","","","IEEE 802.15.4","5","Ack"
"228","11.002000","fe80::210:10:10:10","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"229","11.004856","","","IEEE 802.15.4","5","Ack"
"230","11.155000","fe80::203:3:3:3","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"231","11.157856","","","IEEE 802.15.4","5","Ack"
"232","11.184000","fe80::214:14:14:14","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"233","11.186856","","","IEEE 802.15.4","5","Ack"
"234","11.194000","fe80::213:13:13:13","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"235","11.196856","","","IEEE 802.15.4","5","Ack"
"236","11.224000","fe80::213:13:13:13","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"237","11.236000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"238","11.238856","","","IEEE 802.15.4","5","Ack"
"239","11.322000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"240","11.324856","","","IEEE 802.15.4","5","Ack"
"241","11.375000","fe80::204:4:4:4","fe80::20f:f:f:f","ICMPv6","102","RPL Control (DODAG Information Object)"
"242","11.377000","fe80::202:2:2:2","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"243","11.418000","fe80::204:4:4:4","fe80::20f:f:f:f","ICMPv6","102","RPL Control (DODAG Information Object)"
"244","11.422200","","","IEEE 802.15.4","5","Ack"
"245","11.494000","fe80::202:2:2:2","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"246","11.511000","fe80::213:13:13:13","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"247","11.513856","","","IEEE 802.15.4","5","Ack"
"248","11.512000","fe80::20e:e:e:e","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"249","11.534000","fe80::216:16:16:16","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"250","11.596000","fe80::216:16:16:16","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"251","11.734000","fe80::211:11:11:11","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"252","11.736856","","","IEEE 802.15.4","5","Ack"
"253","11.760000","fe80::20b:b:b:b","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"254","11.762856","","","IEEE 802.15.4","5","Ack"
"255","11.787000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"256","11.786000","fe80::218:18:18:18","fe80::202:2:2:2","ICMPv6","102","RPL Control (DODAG Information Object)"
"257","11.790200","","","IEEE 802.15.4","5","Ack"
"258","11.830000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"259","11.832856","","","IEEE 802.15.4","5","Ack"
"260","11.870000","fe80::201:1:1:1","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"261","11.901000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"262","11.903856","","","IEEE 802.15.4","5","Ack"
"263","11.969000","fe80::210:10:10:10","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"264","11.982000","fe80::203:3:3:3","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"265","11.984856","","","IEEE 802.15.4","5","Ack"
"266","12.007000","fe80::211:11:11:11","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"267","12.009856","","","IEEE 802.15.4","5","Ack"
"268","12.034000","fe80::20a:a:a:a","fe80::214:14:14:14","ICMPv6","102","RPL Control (DODAG Information Object)"
"269","12.038200","","","IEEE 802.15.4","5","Ack"
"270","12.075000","fe80::204:4:4:4","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"271","12.077856","","","IEEE 802.15.4","5","Ack"
"272","12.103000","fe80::20a:a:a:a","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"273","12.105856","","","IEEE 802.15.4","5","Ack"
"274","12.108000","fe80::211:11:11:11","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"275","12.146000","fe80::204:4:4:4","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"276","12.148856","","","IEEE 802.15.4","5","Ack"
"277","12.185000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"278","12.187856","","","IEEE 802.15.4","5","Ack"
"279","12.223000","fe80::218:18:18:18","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"280","12.222000","fe80::212:12:12:12","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"281","12.225856","","","IEEE 802.15.4","5","Ack"
"282","12.229000","fe80::217:17:17:17","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"283","12.231856","","","IEEE 802.15.4","5","Ack"
"284","12.272000","fe80::217:17:17:17","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"285","12.274856","","","IEEE 802.15.4","5","Ack"
"286","12.286000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"287","12.288856","","","IEEE 802.15.4","5","Ack"
"288","12.350000","fe80::20a:a:a:a","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"289","12.354000","fe80::20e:e:e:e","fe80::216:16:16:16","ICMPv6","102","RPL Control (DODAG Information Object)"
"290","12.358200","","","IEEE 802.15.4","5","Ack"
"291","12.361000","fe80::213:13:13:13","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"292","12.419000","fe80::213:13:13:13","fe80::218:18:18:18","ICMPv6","102","RPL Control (DODAG Information Object)"
"293","12.423200","","","IEEE 802.15.4","5","Ack"
"294","12.495000","fe80::212:12:12:12","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"295","12.520000","fe80::201:1:1:1","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"296","12.522856","","","IEEE 802.15.4","5","Ack"
"297","12.574000","fe80::201:1:1:1","fe80::20f:f:f:f","ICMPv6","102","RPL Control (DODAG Information Object)"
"298","12.578200","","","IEEE 802.15.4","5","Ack"
"299","12.636000","fe80::201:1:1:1","fe80::212:12:12:12","ICMPv6","102","RPL Control (DODAG Information Object)"
"300","12.640200","","","IEEE 802.15.4","5","Ack"
"301","12.643000","fe80::215:15:15:15","fe80::204:4:4:4","ICMPv6","102","RPL Control (DODAG Information Object)"
"302","12.647200","","","IEEE 802.15.4","5","Ack"
