"No.","Time","Source","Destination","Protocol","Length","Info"
"33108","869.179856","","","IEEE 802.15.4","5","Ack"
"33109","869.258000","fe80::211:11:11:11","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33110","869.258000","fe80::215:15:15:15","fe80::217:17:17:17","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33111","869.260856","","","IEEE 802.15.4","5","Ack"
"33112","869.260856","","","IEEE 802.15.4","5","Ack"
"33113","869.441000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33114","869.443856","","","IEEE 802.15.4","5","Ack"
"33115","869.442000","fe80::216:16:16:16","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33116","869.482000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33117","869.484856","","","IEEE 802.15.4","5","Ack"
"33118","869.496000","fe80::203:3:3:3","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33119","869.498856","","","IEEE 802.15.4","5","Ack"
"33120","869.534000","fe80::210:10:10:10","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33121","869.536856","","","IEEE 802.15.4","5","Ack"
"33122","869.571000","fe80::213:13:13:13","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33123","869.573856","","","IEEE 802.15.4","5","Ack"
"33124","869.588000","fe80::20a:a:a:a","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33125","869.590856","","","IEEE 802.15.4","5","Ack"
"33126","869.614000","fe80::214:14:14:14","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33127","869.616856","","","IEEE 802.15.4","5","Ack"
"33128","869.645000","fe80::213:13:13:13","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33129","869.652000","fe80::210:10:10:10","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33130","869.654856","","","IEEE 802.15.4","5","Ack"
"33131","869.654952","fe80::20b:b:b:b","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33132","869.657808","","","IEEE 802.15.4","5","Ack"
"33133","869.662000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33134","869.664856","","","IEEE 802.15.4","5","Ack"
"33135","869.669000","fe80::210:10:10:10","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33136","869.671856","","","IEEE 802.15.4","5","Ack"
"33137","869.703000","fe80::210:10:10:10","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33138","869.706000","fe80::216:16:16:16","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33139","869.710000","fe80::20b:b:b:b","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33140","869.712856","","","IEEE 802.15.4","5","Ack"
"33141","869.719000","fe80::216:16:16:16","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33142","869.721856","","","IEEE 802.15.4","5","Ack"
"33143","869.731000","fe80::204:4:4:4","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33144","869.733856","","","IEEE 802.15.4","5","Ack"
"33145","869.733952","fe80::20f:f:f:f","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33146","869.736808","","","IEEE 802.15.4","5","Ack"
"33147","869.739000","fe80::20b:b:b:b","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33148","869.741856","","","IEEE 802.15.4","5","Ack"
"33149","869.745000","fe80::213:13:13:13","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33150","869.747856","","","IEEE 802.15.4","5","Ack"
"33151","869.756000","fe80::211:11:11:11","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33152","869.758856","","","IEEE 802.15.4","5","Ack"
"33153","869.772000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33154","869.774856","","","IEEE 802.15.4","5","Ack"
"33155","869.780000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33156","869.782856","","","IEEE 802.15.4","5","Ack"
"33157","869.814000","fe80::20f:f:f:f","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33158","869.816856","","","IEEE 802.15.4","5","Ack"
"33159","869.850000","fe80::206:6:6:6","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33160","869.864000","fe80::214:14:14:14","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33161","869.866856","","","IEEE 802.15.4","5","Ack"
"33162","869.959000","fe80::217:17:17:17","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33163","869.965000","fe80::203:3:3:3","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33164","869.967856","","","IEEE 802.15.4","5","Ack"
"33165","869.981000","fe80::203:3:3:3","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33166","870.027000","fe80::213:13:13:13","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33167","870.029856","","","IEEE 802.15.4","5","Ack"
"33168","870.034000","fe80::203:3:3:3","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33169","870.036856","","","IEEE 802.15.4","5","Ack"
"33170","870.036952","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33171","870.039808","","","IEEE 802.15.4","5","Ack"
"33172","870.055000","fe80::20b:b:b:b","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33173","870.057856","","","IEEE 802.15.4","5","Ack"
"33174","870.065000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33175","870.067856","","","IEEE 802.15.4","5","Ack"
"33176","870.087000","fe80::215:15:15:15","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33177","870.148000","fe80::20b:b:b:b","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33178","870.150856","","","IEEE 802.15.4","5","Ack"
"33179","870.153952","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33180","870.156808","","","IEEE 802.15.4","5","Ack"
"33181","870.205000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33182","870.207856","","","IEEE 802.15.4","5","Ack"
"33183","870.236000","fe80::211:11:11:11","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33184","870.238856","","","IEEE 802.15.4","5","Ack"
"33185","870.319000","fe80::202:2:2:2","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33186","870.344000","fe80::20c:c:c:c","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33187","870.346856","","","IEEE 802.15.4","5","Ack"
"33188","870.357000","fe80::20f:f:f:f","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33189","870.359856","","","IEEE 802.15.4","5","Ack"
"33190","870.362000","fe80::214:14:14:14","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33191","870.364856","","","IEEE 802.15.4","5","Ack"
"33192","870.589000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33193","870.591856","","","IEEE 802.15.4","5","Ack"
"33194","870.611000","fe80::20e:e:e:e","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33195","870.613856","","","IEEE 802.15.4","5","Ack"
"33196","870.622000","fe80::214:14:14:14","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33197","870.624856","","","IEEE 802.15.4","5","Ack"
"33198","870.651000","fe80::20b:b:b:b","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33199","870.653856","","","IEEE 802.15.4","5","Ack"
"33200","870.669000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33201","870.671856","","","IEEE 802.15.4","5","Ack"
"33202","870.699000","fe80::204:4:4:4","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33203","870.701856","","","IEEE 802.15.4","5","Ack"
"33204","870.722000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33205","870.724856","","","IEEE 802.15.4","5","Ack"
"33206","870.746000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33207","870.748856","","","IEEE 802.15.4","5","Ack"
"33208","870.757000","fe80::218:18:18:18","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33209","870.989000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33210","870.991856","","","IEEE 802.15.4","5","Ack"
"33211","871.340000","fe80::20b:b:b:b","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33212","871.485000","fe80::211:11:11:11","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33213","871.487856","","","IEEE 802.15.4","5","Ack"
"33214","871.485000","fe80::217:17:17:17","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33215","871.505000","fe80::204:4:4:4","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33216","871.518000","fe80::203:3:3:3","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33217","871.520856","","","IEEE 802.15.4","5","Ack"
"33218","871.524000","fe80::20f:f:f:f","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33219","871.530000","fe80::210:10:10:10","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33220","871.531000","fe80::201:1:1:1","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33221","871.533856","","","IEEE 802.15.4","5","Ack"
"33222","871.541000","fe80::215:15:15:15","fe80::217:17:17:17","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33223","871.543856","","","IEEE 802.15.4","5","Ack"
"33224","871.546000","fe80::210:10:10:10","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33225","871.548856","","","IEEE 802.15.4","5","Ack"
"33226","871.553000","fe80::204:4:4:4","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33227","871.555856","","","IEEE 802.15.4","5","Ack"
"33228","871.560000","fe80::210:10:10:10","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33229","871.562856","","","IEEE 802.15.4","5","Ack"
"33230","871.567000","fe80::212:12:12:12","fe80::201:1:1:1","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33231","871.569856","","","IEEE 802.15.4","5","Ack"
"33232","871.588000","fe80::20b:b:b:b","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33233","871.612000","fe80::213:13:13:13","fe80::218:18:18:18","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33234","871.614856","","","IEEE 802.15.4","5","Ack"
"33235","871.641000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33236","871.643856","","","IEEE 802.15.4","5","Ack"
"33237","871.711000","fe80::204:4:4:4","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33238","871.713856","","","IEEE 802.15.4","5","Ack"
"33239","871.806000","fe80::20a:a:a:a","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33240","871.840000","fe80::215:15:15:15","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33241","871.842856","","","IEEE 802.15.4","5","Ack"
"33242","871.852000","fe80::216:16:16:16","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33243","871.889000","fe80::214:14:14:14","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33244","871.925000","fe80::206:6:6:6","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33245","871.949000","fe80::203:3:3:3","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33246","871.951856","","","IEEE 802.15.4","5","Ack"
"33247","871.976000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33248","871.978856","","","IEEE 802.15.4","5","Ack"
"33249","871.986000","fe80::215:15:15:15","fe80::20a:a:a:a","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33250","871.988856","","","IEEE 802.15.4","5","Ack"
"33251","872.030000","fe80::20a:a:a:a","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33252","872.032856","","","IEEE 802.15.4","5","Ack"
"33253","872.046000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33254","872.048856","","","IEEE 802.15.4","5","Ack"
"33255","872.075000","fe80::211:11:11:11","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33256","872.077856","","","IEEE 802.15.4","5","Ack"
"33257","872.081000","fe80::20e:e:e:e","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33258","872.098000","fe80::20f:f:f:f","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33259","872.100856","","","IEEE 802.15.4","5","Ack"
"33260","872.101000","fe80::205:5:5:5","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33261","872.103856","","","IEEE 802.15.4","5","Ack"
"33262","872.121000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33263","872.123856","","","IEEE 802.15.4","5","Ack"
"33264","872.140000","fe80::214:14:14:14","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33265","872.142856","","","IEEE 802.15.4","5","Ack"
"33266","872.142952","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33267","872.145808","","","IEEE 802.15.4","5","Ack"
"33268","872.157000","fe80::20f:f:f:f","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33269","872.159856","","","IEEE 802.15.4","5","Ack"
"33270","872.159952","fe80::20b:b:b:b","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33271","872.162808","","","IEEE 802.15.4","5","Ack"
"33272","872.177000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33273","872.179856","","","IEEE 802.15.4","5","Ack"
"33274","872.197000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33275","872.199856","","","IEEE 802.15.4","5","Ack"
"33276","872.213000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33277","872.215856","","","IEEE 802.15.4","5","Ack"
"33278","872.252000","fe80::20b:b:b:b","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33279","872.254856","","","IEEE 802.15.4","5","Ack"
"33280","872.272000","fe80::217:17:17:17","fe80::205:5:5:5","ICMPv6","102","RPL Control (DODAG Information Object)"
"33281","872.276200","","","IEEE 802.15.4","5","Ack"
"33282","872.313000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33283","872.315856","","","IEEE 802.15.4","5","Ack"
"33284","872.350000","fe80::20f:f:f:f","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33285","872.352856","","","IEEE 802.15.4","5","Ack"
"33286","872.387000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33287","872.389856","","","IEEE 802.15.4","5","Ack"
"33288","872.432000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33289","872.434856","","","IEEE 802.15.4","5","Ack"
"33290","872.489000","fe80::20c:c:c:c","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33291","872.497000","fe80::20f:f:f:f","fe80::20c:c:c:c","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33292","872.499856","","","IEEE 802.15.4","5","Ack"
"33293","872.520000","fe80::214:14:14:14","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33294","872.522856","","","IEEE 802.15.4","5","Ack"
"33295","872.557000","fe80::20f:f:f:f","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33296","872.559856","","","IEEE 802.15.4","5","Ack"
"33297","872.577000","fe80::214:14:14:14","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33298","872.589000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33299","872.591856","","","IEEE 802.15.4","5","Ack"
"33300","872.603000","fe80::204:4:4:4","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33301","872.610000","fe80::210:10:10:10","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33302","872.612856","","","IEEE 802.15.4","5","Ack"
"33303","872.615000","fe80::202:2:2:2","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33304","872.617000","fe80::211:11:11:11","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33305","872.623000","fe80::20c:c:c:c","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33306","872.625856","","","IEEE 802.15.4","5","Ack"
"33307","872.628000","fe80::20a:a:a:a","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33308","872.630856","","","IEEE 802.15.4","5","Ack"
"33309","872.631000","fe80::218:18:18:18","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33310","872.633856","","","IEEE 802.15.4","5","Ack"
"33311","872.659000","fe80::211:11:11:11","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33312","872.661856","","","IEEE 802.15.4","5","Ack"
"33313","872.665000","fe80::20f:f:f:f","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33314","872.667856","","","IEEE 802.15.4","5","Ack"
"33315","872.696000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33316","872.698856","","","IEEE 802.15.4","5","Ack"
"33317","872.727000","fe80::203:3:3:3","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33318","872.735000","fe80::214:14:14:14","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33319","872.737856","","","IEEE 802.15.4","5","Ack"
"33320","872.780000","fe80::216:16:16:16","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33321","872.782856","","","IEEE 802.15.4","5","Ack"
"33322","872.836000","fe80::217:17:17:17","fe80::205:5:5:5","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33323","872.838856","","","IEEE 802.15.4","5","Ack"
"33324","872.912000","fe80::205:5:5:5","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33325","872.926000","fe80::217:17:17:17","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33326","872.928856","","","IEEE 802.15.4","5","Ack"
"33327","872.931000","fe80::217:17:17:17","fe80::205:5:5:5","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33328","872.933856","","","IEEE 802.15.4","5","Ack"
"33329","872.955000","fe80::215:15:15:15","fe80::205:5:5:5","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33330","872.957856","","","IEEE 802.15.4","5","Ack"
"33331","872.960000","fe80::210:10:10:10","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33332","872.973000","fe80::211:11:11:11","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33333","872.975856","","","IEEE 802.15.4","5","Ack"
"33334","872.984000","fe80::20b:b:b:b","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33335","872.986856","","","IEEE 802.15.4","5","Ack"
"33336","872.994000","fe80::210:10:10:10","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33337","872.996856","","","IEEE 802.15.4","5","Ack"
"33338","873.005000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33339","873.007856","","","IEEE 802.15.4","5","Ack"
"33340","873.008000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33341","873.010856","","","IEEE 802.15.4","5","Ack"
"33342","873.042000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33343","873.044856","","","IEEE 802.15.4","5","Ack"
"33344","873.049000","fe80::203:3:3:3","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33345","873.051856","","","IEEE 802.15.4","5","Ack"
"33346","873.117000","fe80::213:13:13:13","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33347","873.124000","fe80::210:10:10:10","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33348","873.125000","fe80::20d:d:d:d","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33349","873.134000","fe80::210:10:10:10","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33350","873.136856","","","IEEE 802.15.4","5","Ack"
"33351","873.139000","fe80::20b:b:b:b","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33352","873.141856","","","IEEE 802.15.4","5","Ack"
"33353","873.148000","fe80::20d:d:d:d","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33354","873.150856","","","IEEE 802.15.4","5","Ack"
"33355","873.165000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33356","873.167856","","","IEEE 802.15.4","5","Ack"
"33357","873.175000","fe80::213:13:13:13","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33358","873.177856","","","IEEE 802.15.4","5","Ack"
"33359","873.181000","fe80::20c:c:c:c","fe80::202:2:2:2","ICMPv6","102","RPL Control (DODAG Information Object)"
"33360","873.185200","","","IEEE 802.15.4","5","Ack"
"33361","873.198000","fe80::214:14:14:14","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33362","873.200856","","","IEEE 802.15.4","5","Ack"
"33363","873.256000","fe80::211:11:11:11","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33364","873.258856","","","IEEE 802.15.4","5","Ack"
"33365","873.279000","fe80::210:10:10:10","fe80::218:18:18:18","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33366","873.281856","","","IEEE 802.15.4","5","Ack"
"33367","873.333000","fe80::201:1:1:1","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"33368","873.344000","fe80::206:6:6:6","fe80::201:1:1:1","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33369","873.346856","","","IEEE 802.15.4","5","Ack"
"33370","873.346952","fe80::20f:f:f:f","fe80::201:1:1:1","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33371","873.349808","","","IEEE 802.15.4","5","Ack"
"33372","873.361000","fe80::201:1:1:1","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33373","873.362000","fe80::215:15:15:15","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33374","873.363856","","","IEEE 802.15.4","5","Ack"
"33375","873.382000","fe80::215:15:15:15","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33376","873.384856","","","IEEE 802.15.4","5","Ack"
"33377","873.393000","fe80::205:5:5:5","fe80::217:17:17:17","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33378","873.395856","","","IEEE 802.15.4","5","Ack"
"33379","873.402000","fe80::20f:f:f:f","fe80::201:1:1:1","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33380","873.404856","","","IEEE 802.15.4","5","Ack"
"33381","873.422000","fe80::217:17:17:17","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33382","873.424856","","","IEEE 802.15.4","5","Ack"
"33383","873.427000","fe80::204:4:4:4","fe80::216:16:16:16","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33384","873.429856","","","IEEE 802.15.4","5","Ack"
"33385","873.436000","fe80::216:16:16:16","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33386","873.438856","","","IEEE 802.15.4","5","Ack"
"33387","873.440000","fe80::204:4:4:4","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33388","873.442856","","","IEEE 802.15.4","5","Ack"
"33389","873.522000","fe80::20d:d:d:d","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33390","873.524856","","","IEEE 802.15.4","5","Ack"
"33391","873.530000","fe80::20b:b:b:b","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33392","873.532856","","","IEEE 802.15.4","5","Ack"
"33393","873.610000","fe80::218:18:18:18","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33394","873.612856","","","IEEE 802.15.4","5","Ack"
"33395","873.614952","fe80::218:18:18:18","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33396","873.617808","","","IEEE 802.15.4","5","Ack"
"33397","873.880000","fe80::202:2:2:2","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33398","873.882856","","","IEEE 802.15.4","5","Ack"
"33399","873.888000","fe80::204:4:4:4","fe80::216:16:16:16","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33400","873.890856","","","IEEE 802.15.4","5","Ack"
"33401","873.906000","fe80::216:16:16:16","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33402","873.908856","","","IEEE 802.15.4","5","Ack"
"33403","873.913000","fe80::201:1:1:1","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33404","873.915856","","","IEEE 802.15.4","5","Ack"
"33405","873.921000","fe80::213:13:13:13","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33406","873.923856","","","IEEE 802.15.4","5","Ack"
"33407","873.932000","fe80::20b:b:b:b","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"33408","873.934856","","","IEEE 802.15.4","5","Ack"
